id,R_ID,Q_ID,Q_code,Question,Q_status,IS,X,L,Q_detail,QA_id,Q_img,Q_Check,Q_Comment,desc,A_code,a_type,a_no,A2_code,g_choice,status,ans_id,g_ans,remark,skip,end,multiple choice,add,q,A_Check,A_Comment,edit gude,EDITED
534,R10,Q01,R10Q01,จำนวนของช่องจอด,on,2,4,1,หากมีที่จอดรถทั่วไป ต้องมีที่จอดรถคนพิการตามตาราง,,https://drive.google.com/open?id=1jLy1p2Pa91oedcs5n57iaTbSBjLKS9U-&authuser=nati@satarana.com&usp=drive_fs,ไม่เข้าใจ,,M6: มีที่จอดรถคนพิการ 1 คัน + มีจำนวนที่จอดรถทั่วไป 51-150 คัน,M6,M,1,M1,ถ้ามีจำนวนที่จอดรถทั่วไป 51-150 คัน ต้องมีที่จอดรถคนพิการอย่างน้อย 2 คัน,on,,M1 : ถ้ามีจำนวนที่จอดรถทั่วไป 51-150 คัน ต้องมีที่จอดรถคนพิการอย่างน้อย 2 คัน,,0,0,0,0,จำนวน,ไม่เข้าใจ,ซ้ำกับข้อ P2 หรือเปล่า,,TRUE
535,R10,Q01,R10Q01,จำนวนของช่องจอด,on,2,4,1,หากมีที่จอดรถทั่วไป ต้องมีที่จอดรถคนพิการตามตาราง,,https://drive.google.com/open?id=1jLy1p2Pa91oedcs5n57iaTbSBjLKS9U-&authuser=nati@satarana.com&usp=drive_fs,ไม่เข้าใจ,,M7: มีที่จอดรถคนพิการ < DP,M7,M,2,M2,มีที่จอดรถคนพิการไม่ถึงตามที่ตารางกำหนด,on,,M2 : มีที่จอดรถคนพิการไม่ถึงตามที่ตารางกำหนด,,0,0,0,0,จำนวน,ไม่เข้าใจ,ปรับคำ มีที่จอดรถคนพิการน้อยกว่าที่ระบุในสูตรคำนวณ,,TRUE
536,R10,Q01,R10Q01,จำนวนของช่องจอด,on,2,4,1,หากมีที่จอดรถทั่วไป ต้องมีที่จอดรถคนพิการตามตาราง,,https://drive.google.com/open?id=1jLy1p2Pa91oedcs5n57iaTbSBjLKS9U-&authuser=nati@satarana.com&usp=drive_fs,ไม่เข้าใจ,,D8: ไม่มีที่จอดรถคนพิการ + มีจำนวนที่จอดรถทั่วไป >=10 คัน (จบ),D8,D,1,D1,มีที่จอดรถทั่วไปมากกว่า 10 คัน แต่ไม่มีที่จอดรถคนพิการ,on,,D1 : มีที่จอดรถทั่วไปมากกว่า 10 คัน แต่ไม่มีที่จอดรถคนพิการ,,0,60,0,0,จำนวน,ไม่เข้าใจ,ปรับคำ มีที่จอดรถทั่วไปมากกว่า 10 คัน แต่ไม่มีที่จอดรถคนพิการ,,TRUE
537,R10,Q02,R10Q02,ระยะห่าง,on,2,1,2, ระยะห่างของที่จอดรถคนพิการถึงทางเข้าที่ใกล้ที่สุดต้องไม่เกิน 50 เมตร,,-,ไม่เข้าใจ,เขียนผิด ทางเข้าที่ใกล้ที่สุด,P1: ผ่านตามเงื่อนไขทุกประการ,P1,P,1,P1,ผ่านตามเงื่อนไขทุกประการ,on,,P1 : ผ่านตามเงื่อนไขทุกประการ,,0,0,0,0,ระยะห่าง,ผ่าน,,,TRUE
538,R10,Q02,R10Q02,ระยะห่าง,on,2,1,2, ระยะห่างของที่จอดรถคนพิการถึงทางเข้าที่ใกล้ที่สุดต้องไม่เกิน 50 เมตร,,-,ไม่เข้าใจ,,M2: >50m,M2,M,1,M1,ห่างเกิน 50 เมตร,on,,M1 : ห่างเกิน 50 เมตร,,0,0,0,0,ระยะห่าง,ไม่เข้าใจ,ปรับคำ ห่างเกิน 50 เมตร,,TRUE
539,R10,Q03,R10Q03,การวางตำแหน่ง,on,1,2,2,ตำแหน่งที่จอดรถคนพิการไม่ขนานกับทางเดินรถ,,-,ไม่เข้าใจ,ปรับคำ ตำแหน่งที่จอดรถคนพิการไม่ขนานกับทางเดินรถ,P1:ผ่านตามเงื่อนไขทุกประการ,P1,P,1,P1,ผ่านตามเงื่อนไขทุกประการ,on,,P1 : ผ่านตามเงื่อนไขทุกประการ,,0,0,0,0,การวางตำแหน่ง,ผ่าน,,,TRUE
540,R10,Q03,R10Q03,การวางตำแหน่ง,on,1,2,2, การวางตำแหน่งที่จอดรถคนพิการต้องไม่ขนานกับทางเดินรถ,,-,ไม่เข้าใจ,,M2: ขนานกับทางเดินรถ,M2,M,1,M1,ขนานกับทางเดินรถ,on,,M1 : ขนานกับทางเดินรถ,,0,0,0,0,การวางตำแหน่ง,ผ่าน,,,TRUE
541,R10,Q04,R10Q04,โลโก้,on,1,1,1, โลโก้คนพิการบนพื้นที่จอดรถ ต้องมีขนาดไม่น้อยกว่า 90 ซม. ใช้สีน้ำเงิน-ขาวหรือขาว-น้ำเงิน  เห็นได้ชัดเจน และอยู่ค่อนมาทางแนวทางเดินเพื่อให้มองเห็นได้เวลามีรถมาจอด,,https://drive.google.com/open?id=1hyDIi4Vq93z2qPkTRrpWUUYq-dNZ6LoL&authuser=nati%40satarana.com&usp=drive_fs,ไม่เข้าใจ,ไม่เข้าใจสถานการณ์ค่อนมาแนวทางเดินเพื่อให้มองเห็นได้เวลามีรถมาจอด,P1: ผ่านตามเงื่อนไขทุกประการ,P1,P,1,P1,ผ่านตามเงื่อนไขทุกประการ,on,,P1 : ผ่านตามเงื่อนไขทุกประการ,checkbox,0,0,0,0,โลโก้,ผ่าน,,,TRUE
542,R10,Q04,R10Q04,โลโก้,on,1,1,1,โลโก้คนพิการบนพื้นที่จอดรถมีขนาดไม่น้อยกว่า 90 ซม. ใช้สีน้ำเงิน-ขาว หรือขาว-น้ำเงิน สามารถเห็นได้ชัดเจนเมื่อมองจากแนวทางเดิน,,https://drive.google.com/open?id=1hyDIi4Vq93z2qPkTRrpWUUYq-dNZ6LoL&authuser=nati%40satarana.com&usp=drive_fs,ไม่เข้าใจ,ปรับคำโลโก้คนพิการบนพื้นที่จอดรถมีขนาดไม่น้อยกว่า 90 ซม. ใช้สีน้ำเงิน-ขาว หรือขาว-น้ำเงิน สามารถเห็นได้ชัดเจนเมื่อมองจากแนวทางเดิน (แบบนี้ป่ะนะ),M2: มีขนาด <90cm,M2,M,1,M1,มีขนาดเล็กกว่า 90 ซม. ,on,,M1 : มีขนาดเล็กกว่า 90 ซม. ,checkbox,0,0,0,0,โลโก้,ผ่าน,,,TRUE
543,R10,Q04,R10Q04,โลโก้,on,1,1,1, โลโก้คนพิการบนพื้นที่จอดรถ ต้องมีขนาดไม่น้อยกว่า 90 ซม. ใช้สีน้ำเงิน-ขาวหรือขาว-น้ำเงิน  เห็นได้ชัดเจน และอยู่ค่อนมาทางแนวทางเดินเพื่อให้มองเห็นได้เวลามีรถมาจอด,,https://drive.google.com/open?id=1hyDIi4Vq93z2qPkTRrpWUUYq-dNZ6LoL&authuser=nati%40satarana.com&usp=drive_fs,ไม่เข้าใจ,,M3: ใช้สีอื่นๆ ที่ไม่ใช่สีน้ำเงิน-ขาวหรือขาว-น้ำเงิน,M3,M,2,M2,ใช้สีอื่นๆ ที่ไม่ใช่สีน้ำเงิน-ขาวหรือขาว-น้ำเงิน,on,,M2 : ใช้สีอื่นๆ ที่ไม่ใช่สีน้ำเงิน-ขาวหรือขาว-น้ำเงิน,checkbox,0,0,0,0,โลโก้,ผ่าน,,,TRUE
544,R10,Q04,R10Q04,โลโก้,on,1,1,1, โลโก้คนพิการบนพื้นที่จอดรถ ต้องมีขนาดไม่น้อยกว่า 90 ซม. ใช้สีน้ำเงิน-ขาวหรือขาว-น้ำเงิน  เห็นได้ชัดเจน และอยู่ค่อนมาทางแนวทางเดินเพื่อให้มองเห็นได้เวลามีรถมาจอด,,https://drive.google.com/open?id=1hyDIi4Vq93z2qPkTRrpWUUYq-dNZ6LoL&authuser=nati%40satarana.com&usp=drive_fs,ไม่เข้าใจ,,M4: ไม่มีโลโก้คนพิการบนพื้นที่จอดรถ,M4,M,3,M3,ไม่มีโลโก้คนพิการบนพื้นที่จอดรถ,on,,M3 : ไม่มีโลโก้คนพิการบนพื้นที่จอดรถ,checkbox,0,0,0,0,โลโก้,ผ่าน,,,TRUE
545,R10,Q04,R10Q04,โลโก้,on,1,1,1, โลโก้คนพิการบนพื้นที่จอดรถ ต้องมีขนาดไม่น้อยกว่า 90 ซม. ใช้สีน้ำเงิน-ขาวหรือขาว-น้ำเงิน  เห็นได้ชัดเจน และอยู่ค่อนมาทางแนวทางเดินเพื่อให้มองเห็นได้เวลามีรถมาจอด,,https://drive.google.com/open?id=1hyDIi4Vq93z2qPkTRrpWUUYq-dNZ6LoL&authuser=nati%40satarana.com&usp=drive_fs,ไม่เข้าใจ,,M5: เห็นไม่ชัดเจน,M5,M,4,M4,เห็นไม่ชัดเจน,on,,M4 : เห็นไม่ชัดเจน,checkbox,0,0,0,0,โลโก้,ไม่เข้าใจ,เห็นไม่ชัดเจนหมายถึงตำแหน่งไม่อยู่ค่อนมาทางเดินด้วยหรือเปล่า อาจจะต้องใส่เพิ่มเติม ถ้าหมายถึงมองเห็นไม่ชัดเจนเมื่อมองจากแนวทางเดิน,เช็กว่าต้องชืดไปด้านไหน,TRUE
546,R10,Q04,R10Q04,โลโก้,,,,,,,,,,M6: ตรงกับ M มากกว่า 1 ข้อหรือทุกข้อ,M6,M,5,M5,ตรงกับ M มากกว่า 1 ข้อหรือทุกข้อ,off,,M5 : ตรงกับ M มากกว่า 1 ข้อหรือทุกข้อ,,0,0,5,0,โลโก้,,,,
547,R10,Q05,R10Q05,ขนาดของที่จอดรถ,on,1,2,1, ขนาดของที่จอดรถ ต้องมีความกว้างไม่น้อยกว่า 2.4 เมตร และยาวไม่น้อยกว่า 6 เมตร (ไม่รวมเส้นขอบ),,https://drive.google.com/open?id=1tFroAi3WJu9ZCxCKX_irLoeRJqA9w2eE&authuser=nati%40satarana.com&usp=drive_fs,ไม่เข้าใจ,ไม่รวมเส้นขอบและที่ว่างข้างที่จอดรถด้วยหรือเปล่า+ปรับคำตัดคำว่าต้องออก,P1: ผ่านตามเงื่อนไขทุกประการ,P1,P,1,P1,ผ่านตามเงื่อนไขทุกประการ,on,,P1 : ผ่านตามเงื่อนไขทุกประการ,,0,0,0,0,ขนาดของที่จอดรถ,ผ่าน,,ปรับคำ,TRUE
548,R10,Q05,R10Q05,ขนาดของที่จอดรถ,on,1,2,1, ขนาดของที่จอดรถ ต้องมีความกว้างไม่น้อยกว่า 2.4 เมตร และยาวไม่น้อยกว่า 6 เมตร (ไม่รวมเส้นขอบ),,https://drive.google.com/open?id=1tFroAi3WJu9ZCxCKX_irLoeRJqA9w2eE&authuser=nati%40satarana.com&usp=drive_fs,ไม่เข้าใจ,,M2: กว้าง <2.4m,M2,M,1,M1,กว้างน้อยกว่า 2.4m,on,,M1 : กว้างน้อยกว่า 2.4m,,0,0,0,0,ขนาดของที่จอดรถ,ผ่าน,,,TRUE
549,R10,Q05,R10Q05,ขนาดของที่จอดรถ,on,1,2,1, ขนาดของที่จอดรถ ต้องมีความกว้างไม่น้อยกว่า 2.4 เมตร และยาวไม่น้อยกว่า 6 เมตร (ไม่รวมเส้นขอบ),,https://drive.google.com/open?id=1tFroAi3WJu9ZCxCKX_irLoeRJqA9w2eE&authuser=nati%40satarana.com&usp=drive_fs,ไม่เข้าใจ,,M3: ยาว <6m,M3,M,2,M2,ยาวไม่ถึง 6m,on,,M2 : ยาวไม่ถึง 6m,,0,0,0,0,ขนาดของที่จอดรถ,ผ่าน,,,TRUE
550,R10,Q05,R10Q05,ขนาดของที่จอดรถ,,,,,,,,,,M4: ตรงกัน M2 และ M3,M4,M,3,M3,ตรงกัน M2 และ M3,off,,M3 : ตรงกัน M2 และ M3,,0,0,0,0,ขนาดของที่จอดรถ,,,,
551,R10,Q06,R10Q06,ที่ว่างข้างที่จอดรถ,on,1,2,1, ความกว้างของที่ว่างข้างที่จอดรถทั้งสองฝั่งต้องไม่น้อยกว่า 1 เมตร (ไม่รวมเส้นขอบ) และตีเส้นแสดงหรือทาสีให้ทราบอย่างชัดเจน,,https://drive.google.com/open?id=1sQaeHEBzZLUOUZVYHR_mfNrTG4xXhvVP&authuser=nati%40satarana.com&usp=drive_fs,ไม่เข้าใจ,ความกว้างของสองด้านรวมกัน หรือด้านใดด้านหนึ่ง และต้องมีที่ว่างทั้งสองด้านหรือไม่+ปรับคำตัดคำว่าต้องออก,P1: ผ่านตามเงื่อนไขทุกประการ,P1,P,1,P1,ผ่านตามเงื่อนไขทุกประการ,on,,P1 : ผ่านตามเงื่อนไขทุกประการ,,0,0,0,0,ที่ว่างข้างที่จอดรถ,ผ่าน,,แก้คำ เป็นทั้งสองฝั่งของที่จอด,TRUE
552,R10,Q06,R10Q06,ที่ว่างข้างที่จอดรถ,on,1,2,1, ความกว้างของที่ว่างข้างที่จอดรถทั้งสองฝั่งต้องไม่น้อยกว่า 1 เมตร (ไม่รวมเส้นขอบ) และตีเส้นแสดงหรือทาสีให้ทราบอย่างชัดเจน,,https://drive.google.com/open?id=1sQaeHEBzZLUOUZVYHR_mfNrTG4xXhvVP&authuser=nati%40satarana.com&usp=drive_fs,ไม่เข้าใจ,,M2: <1m,M2,M,1,M1,แคบกว่า 1 เมตร,on,,M1 : แคบกว่า 1 เมตร,,0,0,0,0,ที่ว่างข้างที่จอดรถ,ไม่เข้าใจ,ถ้าแคบกว่าแต่ตีเส้นต้องเลือกข้อไหน,,TRUE
553,R10,Q06,R10Q06,ที่ว่างข้างที่จอดรถ,on,1,2,1, ความกว้างของที่ว่างข้างที่จอดรถทั้งสองฝั่งต้องไม่น้อยกว่า 1 เมตร (ไม่รวมเส้นขอบ) และตีเส้นแสดงหรือทาสีให้ทราบอย่างชัดเจน,,https://drive.google.com/open?id=1sQaeHEBzZLUOUZVYHR_mfNrTG4xXhvVP&authuser=nati%40satarana.com&usp=drive_fs,ไม่เข้าใจ,,M3: ไม่ตีเส้นแสดงให้ทราบว่าเป็นพื้นที่ว่างข้างที่จอดรถ,M3,M,2,M2,ไม่ตีเส้นแสดงให้ทราบว่าเป็นพื้นที่ว่างข้างที่จอดรถ,on,,M2 : ไม่ตีเส้นแสดงให้ทราบว่าเป็นพื้นที่ว่างข้างที่จอดรถ,,0,0,0,0,ที่ว่างข้างที่จอดรถ,ไม่เข้าใจ,ถ้าแคบกว่าแต่ตีเส้นต้องเลือกข้อไหน,เพิ่ม ไม่มีที่ว่าง,TRUE
,R10,Q06,R10Q06,ที่ว่างข้างที่จอดรถ,on,1,2,1, ความกว้างของที่ว่างข้างที่จอดรถทั้งสองฝั่งต้องไม่น้อยกว่า 1 เมตร (ไม่รวมเส้นขอบ) และตีเส้นแสดงหรือทาสีให้ทราบอย่างชัดเจน,,https://drive.google.com/open?id=1sQaeHEBzZLUOUZVYHR_mfNrTG4xXhvVP&authuser=nati%40satarana.com&usp=drive_fs,ไม่เข้าใจ,,M3: ไม่ตีเส้นแสดงให้ทราบว่าเป็นพื้นที่ว่างข้างที่จอดรถ,M3,D,1,D1,ไม่มีที่ว่างข้างที่จอดรถ,on,,D1 : ไม่มีที่ว่างข้างที่จอดรถ,,0,0,0,0,ที่ว่างข้างที่จอดรถ,ไม่เข้าใจ,,,TRUE
554,R10,Q06,R10Q06,ที่ว่างข้างที่จอดรถ,,,,,,,,,,M4: ตรงกับ M2 และ M3,M4,M,3,M3,ตรงกับ M2 และ M3,off,,M3 : ตรงกับ M2 และ M3,,0,0,5,0,ที่ว่างข้างที่จอดรถ,,,,
555,R10,Q07,R10Q07,ป้ายแนวตั้ง,on,1,1,2, ป้ายแนวตั้งแสดงที่จอดรถคนพิการอยู่สูงจากพื้นไม่น้อยกว่า 2m มีขนาดไม่น้อยกว่า 30 ซม. ใช้สีน้ำเงิน-ขาวหรือน้ำเงิน-ขาว และสามารถมองเห็นได้ชัดเจน,,https://drive.google.com/open?id=1sQaeHEBzZLUOUZVYHR_mfNrTG4xXhvVP,ไม่เข้าใจ,ปรับคำตัดคำว่าต้องออก,P1: ผ่านตามเงื่อนไขทุกประการ,P1,P,1,P1,ผ่านตามเงื่อนไขทุกประการ,on,,P1 : ผ่านตามเงื่อนไขทุกประการ,,0,0,0,0,ป้ายแนวตั้ง,ผ่าน,,,TRUE
556,R10,Q07,R10Q07,ป้ายแนวตั้ง,on,1,1,2, ป้ายแนวตั้งแสดงที่จอดรถคนพิการอยู่สูงจากพื้นไม่น้อยกว่า 2m มีขนาดไม่น้อยกว่า 30 ซม. ใช้สีน้ำเงิน-ขาวหรือน้ำเงิน-ขาว และสามารถมองเห็นได้ชัดเจน,,https://drive.google.com/open?id=1sQaeHEBzZLUOUZVYHR_mfNrTG4xXhvVP,ไม่เข้าใจ,,M2: ป้ายสูงจากพื้น <2m,M2,M,1,M1,ป้ายสูงจากพื้นไม่ถึง 2 เมตร,on,,M1 : ป้ายสูงจากพื้นไม่ถึง 2 เมตร,,0,0,0,0,ป้ายแนวตั้ง,ผ่าน,,,TRUE
557,R10,Q07,R10Q07,ป้ายแนวตั้ง,on,1,1,2, ป้ายแนวตั้งแสดงที่จอดรถคนพิการอยู่สูงจากพื้นไม่น้อยกว่า 2m มีขนาดไม่น้อยกว่า 30 ซม. ใช้สีน้ำเงิน-ขาวหรือน้ำเงิน-ขาว และสามารถมองเห็นได้ชัดเจน,,https://drive.google.com/open?id=1sQaeHEBzZLUOUZVYHR_mfNrTG4xXhvVP,ไม่เข้าใจ,,M3: ขนาดป้าย <30cm,M3,M,2,M2,ขนาดป้ายเล็กกว่า 30 ซม. ,on,,M2 : ขนาดป้ายเล็กกว่า 30 ซม. ,,0,0,0,0,ป้ายแนวตั้ง,ผ่าน,,,TRUE
558,R10,Q07,R10Q07,ป้ายแนวตั้ง,on,1,1,2, ป้ายแนวตั้งแสดงที่จอดรถคนพิการอยู่สูงจากพื้นไม่น้อยกว่า 2m มีขนาดไม่น้อยกว่า 30 ซม. ใช้สีน้ำเงิน-ขาวหรือน้ำเงิน-ขาว และสามารถมองเห็นได้ชัดเจน,,https://drive.google.com/open?id=1sQaeHEBzZLUOUZVYHR_mfNrTG4xXhvVP,ไม่เข้าใจ,,M4: ใช้สีอื่นๆ ที่ไม่ใช่สีน้ำเงิน-ขาว,M4,M,3,M3,ใช้สีอื่นๆ ที่ไม่ใช่สีน้ำเงิน-ขาว,on,,M3 : ใช้สีอื่นๆ ที่ไม่ใช่สีน้ำเงิน-ขาว,,0,0,0,0,ป้ายแนวตั้ง,ผ่าน,,,TRUE
559,R10,Q07,R10Q07,ป้ายแนวตั้ง,on,1,1,2, ป้ายแนวตั้งแสดงที่จอดรถคนพิการอยู่สูงจากพื้นไม่น้อยกว่า 2m มีขนาดไม่น้อยกว่า 30 ซม. ใช้สีน้ำเงิน-ขาวหรือน้ำเงิน-ขาว และสามารถมองเห็นได้ชัดเจน,,https://drive.google.com/open?id=1sQaeHEBzZLUOUZVYHR_mfNrTG4xXhvVP,ไม่เข้าใจ,,M5: เห็นไม่ชัดเจน,M5,M,4,M4,เห็นไม่ชัดเจนจากผู้ขับขี่,on,,M4 : เห็นไม่ชัดเจนจากผู้ขับขี่,,0,0,0,0,ป้ายแนวตั้ง,ไม่เข้าใจ,แก้คำตอบเป็น เห็นไม่ชัดเจนจากผู้ขับขี่,,TRUE
560,R10,Q07,R10Q07,ป้ายแนวตั้ง,,,,,,,,,,M6: ตรงกับ M มากกว่า 1 ข้อหรือทุกข้อ,M6,M,5,M5,ตรงกับ M มากกว่า 1 ข้อหรือทุกข้อ,off,,M5 : ตรงกับ M มากกว่า 1 ข้อหรือทุกข้อ,,0,0,5,0,ป้ายแนวตั้ง,,,,
561,R10,Q07,R10Q07,ป้ายแนวตั้ง,on,1,1,2, ป้ายแนวตั้งแสดงที่จอดรถคนพิการอยู่สูงจากพื้นไม่น้อยกว่า 2m มีขนาดไม่น้อยกว่า 30 ซม. ใช้สีน้ำเงิน-ขาวหรือน้ำเงิน-ขาว และสามารถมองเห็นได้ชัดเจน,,https://drive.google.com/open?id=1sQaeHEBzZLUOUZVYHR_mfNrTG4xXhvVP,ไม่เข้าใจ,,D7: ไม่มีป้ายแนวตั้ง,D7,D,1,D1,ไม่มีป้ายแนวตั้ง,on,,D1 : ไม่มีป้ายแนวตั้ง,,0,0,0,0,ป้ายแนวตั้ง,ผ่าน,,,TRUE
562,R10,Q08,R10Q08,ป้ายสัญลักษณ์ของที่จอดรถผู้พิการ,on,1,1,2,"1.มีป้ายแสดงให้ทราบว่ามีที่จอดรถคนพิการ
2.ป้ายมีขนาด 15 ซม. ขึ้นไป ใช้สีน้ำเงิน-ขาว มีทั้งสัญลักษณ์ อักษรภาษาไทยและอังกฤษ",,-,ไม่เข้าใจ,"ปรับคำ 1.มีป้ายแสดงให้ทราบว่ามีที่จอดรถคนพิการ
2.ป้ายมีขนาด 15 ซม. ขึ้นไป ใช้สีน้ำเงิน-ขาว มีทั้งสัญลักษณ์ อักษรภาษาไทยและอังกฤษ",P1: ผ่านตามเงื่อนไขทุกประการ,P1,P,1,P1,ผ่านตามเงื่อนไขทุกประการ,on,,P1 : ผ่านตามเงื่อนไขทุกประการ,,0,0,0,0,ป้ายสัญลักษณ์,ผ่าน,,,TRUE
563,R10,Q08,R10Q08,ป้ายสัญลักษณ์ของที่จอดรถผู้พิการ,on,1,1,2,"1.มีป้ายแสดงให้ทราบว่ามีที่จอดรถคนพิการ
2.ป้ายมีขนาด 15 ซม. ขึ้นไป ใช้สีน้ำเงิน-ขาว มีทั้งสัญลักษณ์ อักษรภาษาไทยและอังกฤษ",,-,ไม่เข้าใจ,,M2: ป้ายใช้สีอื่นๆ ที่ไม่ใช่สีน้ำเงิน-ขาว,M2,M,1,M1,ป้ายใช้สีอื่นๆ ที่ไม่ใช่สีน้ำเงิน-ขาว,on,,M1 : ป้ายใช้สีอื่นๆ ที่ไม่ใช่สีน้ำเงิน-ขาว,,0,0,0,0,ป้ายสัญลักษณ์,ผ่าน,,,TRUE
564,R10,Q08,R10Q08,ป้ายสัญลักษณ์ของที่จอดรถผู้พิการ,on,1,1,2,"1.มีป้ายแสดงให้ทราบว่ามีที่จอดรถคนพิการ
2.ป้ายมีขนาด 15 ซม. ขึ้นไป ใช้สีน้ำเงิน-ขาว มีทั้งสัญลักษณ์ อักษรภาษาไทยและอังกฤษ",,-,ไม่เข้าใจ,,M3: ป้ายมีสัญลักษณ์อย่างเดียวหรือข้อความอย่างเดียว,M3,M,2,M2,ป้ายมีสัญลักษณ์อย่างเดียวหรือข้อความอย่างเดียว,on,,M2 : ป้ายมีสัญลักษณ์อย่างเดียวหรือข้อความอย่างเดียว,,0,0,0,0,ป้ายสัญลักษณ์,ผ่าน,,,TRUE
565,R10,Q08,R10Q08,ป้ายสัญลักษณ์ของที่จอดรถผู้พิการ,on,1,1,2,"1.มีป้ายแสดงให้ทราบว่ามีที่จอดรถคนพิการ
2.ป้ายมีขนาด 15 ซม. ขึ้นไป ใช้สีน้ำเงิน-ขาว มีทั้งสัญลักษณ์ อักษรภาษาไทยและอังกฤษ",,-,ไม่เข้าใจ,,M4: มีป้ายสัญลักษณ์ขนาด <15cm,M4,M,3,M3,มีป้ายสัญลักษณ์ขนาดเล็กกว่า 15 ซม. ,on,,M3 : มีป้ายสัญลักษณ์ขนาดเล็กกว่า 15 ซม. ,,0,0,0,0,ป้ายสัญลักษณ์,ไม่เข้าใจ,ปรับคำ ป้ายมีขนาดเล็กกว่า 15 ซม.,,TRUE
566,R10,Q08,R10Q08,ป้ายสัญลักษณ์ของที่จอดรถผู้พิการ,on,1,1,2,"1.มีป้ายแสดงให้ทราบว่ามีที่จอดรถคนพิการ
2.ป้ายมีขนาด 15 ซม. ขึ้นไป ใช้สีน้ำเงิน-ขาว มีทั้งสัญลักษณ์ อักษรภาษาไทยและอังกฤษ",,-,ไม่เข้าใจ,,M5: ป้ายอยู่ในตำแหน่งที่เห็นไม่ชัดเจน ชำรุด อ่านยาก หายากหรือมีแสงสว่างไม่เพียงพอ,M5,M,4,M4,ป้ายอยู่ในตำแหน่งที่เห็นไม่ชัดเจน ชำรุด อ่านยาก หายากหรือมีแสงสว่างไม่เพียงพอ,on,,M4 : ป้ายอยู่ในตำแหน่งที่เห็นไม่ชัดเจน ชำรุด อ่านยาก หายากหรือมีแสงสว่างไม่เพียงพอ,,0,0,0,0,ป้ายสัญลักษณ์,ผ่าน,,,TRUE
567,R10,Q08,R10Q08,ป้ายสัญลักษณ์ของที่จอดรถผู้พิการ,on,1,1,2,"1.มีป้ายแสดงให้ทราบว่ามีที่จอดรถคนพิการ
2.ป้ายมีขนาด 15 ซม. ขึ้นไป ใช้สีน้ำเงิน-ขาว มีทั้งสัญลักษณ์ อักษรภาษาไทยและอังกฤษ",,-,ไม่เข้าใจ,,M6: ป้ายมีภาษาไทยอย่างเดียว,M6,M,5,M5,ป้ายมีภาษาเดียว ในกรณีที่มีข้อความ,on,,M5 : ป้ายมีภาษาเดียว ในกรณีที่มีข้อความ,,0,0,0,0,ป้ายสัญลักษณ์,ไม่เข้าใจ,แล้วถ้ามีภาษาอังกฤษหรือภาษาอื่นอย่างเดียวติ้กช่องนี้ไหม,แก้คำ,TRUE
568,R10,Q08,R10Q08,ป้ายสัญลักษณ์ของที่จอดรถผู้พิการ,,,,,,,,,,M7: ตรงกับ M มากกว่า 1 ข้อหรือทุกข้อ,M7,M,6,M6,ตรงกับ M มากกว่า 1 ข้อหรือทุกข้อ,off,,M6 : ตรงกับ M มากกว่า 1 ข้อหรือทุกข้อ,,0,0,5,0,ป้ายสัญลักษณ์,,,,
569,R10,Q08,R10Q08,ป้ายสัญลักษณ์ของที่จอดรถผู้พิการ,on,1,1,2,"1.มีป้ายแสดงให้ทราบว่ามีที่จอดรถคนพิการ
2.ป้ายมีขนาด 15 ซม. ขึ้นไป ใช้สีน้ำเงิน-ขาว มีทั้งสัญลักษณ์ อักษรภาษาไทยและอังกฤษ",,-,ไม่เข้าใจ,,D8: ไม่มีป้ายแสดงให้ทราบกรณีมีที่จอดรถคนพิการ,D8,D,1,D1,ไม่มีป้ายแสดงให้ทราบกรณีมีที่จอดรถคนพิการ,on,,D1 : ไม่มีป้ายแสดงให้ทราบกรณีมีที่จอดรถคนพิการ,,0,0,0,0,ป้ายสัญลักษณ์,ผ่าน,,,TRUE
570,R11,Q01,R11Q01,จำนวนตู้โทรศัพท์ผู้พิการ,on,1,1,2,บริเวณที่มีบริการโทรศัพท์สาธารณะ มีโทรศัพท์สำหรับคนพิการ อย่างน้อย 1 เครื่อง,,https://drive.google.com/open?id=1mNeuuqvCrfJsVFvjPSpY7KM5Z1V5Q5os,ไม่เข้าใจ,ปรับคำ บริเวณที่มีบริการโทรศัพท์สาธารณะ มีโทรศัพท์สำหรับคนพิการ อย่างน้อย 1 เครื่อง,P1: มี >=1 เครื่อง,P1,P,1,P1,มีอย่างน้อย 1 เครื่อง,on,,P1 : มีอย่างน้อย 1 เครื่อง,,0,0,0,0,จำนวน,ผ่าน,,แก้โจทย์,TRUE
571,R11,Q01,R11Q01,จำนวนตู้โทรศัพท์ผู้พิการ,on,1,1,2,บริเวณที่มีบริการโทรศัพท์สาธารณะ มีโทรศัพท์สำหรับคนพิการ อย่างน้อย 1 เครื่อง,,https://drive.google.com/open?id=1mNeuuqvCrfJsVFvjPSpY7KM5Z1V5Q5os,ไม่เข้าใจ,,P2: เป็นสถานที่ที่ไม่จำเป็นต้องมีตู้โทรศัพท์สาธารณะ (จบ),P2,P,2,P2,เป็นสถานที่ที่ไม่จำเป็นต้องมีตู้โทรศัพท์สาธารณะ (จบ),on,,P2 : เป็นสถานที่ที่ไม่จำเป็นต้องมีตู้โทรศัพท์สาธารณะ (จบ),,0,54,0,0,จำนวน,ผ่าน,,,TRUE
